day,month,year,reef,sst,bst,current_dir_to,current_dir_from,current_deg,current_speed,swell,vis,divers,shark_id,rest_frames,rest_seconds,tot_sharks,sharks_in_uvc,maxn,frames,camera_time,maxn_divers
14,1,2021,RR,27,26.9,N,S,0,0.3,1.4,10,N,RR.14.01.2021.10,5,150,1,44,11,1182,591,0
14,1,2021,RR,27,26.9,N,S,0,0.3,1.4,10,N,RR.14.01.2021.11,1,30,1,44,11,1182,591,0
14,1,2021,RR,27,26.9,N,S,0,0.3,1.4,10,N,RR.14.01.2021.12,15,450,5,44,11,1182,591,0
14,1,2021,RR,27,26.9,N,S,0,0.3,1.4,10,N,RR.14.01.2021.13,1,30,1,44,11,1182,591,0
14,1,2021,RR,27,26.9,N,S,0,0.3,1.4,10,N,RR.14.01.2021.14,13,390,1,44,11,1182,591,0
14,1,2021,RR,27,26.9,N,S,0,0.3,1.4,10,N,RR.14.01.2021.15,8,240,2,44,11,1182,591,0
14,1,2021,RR,27,26.9,N,S,0,0.3,1.4,10,N,RR.14.01.2021.16,7,210,2,44,11,1182,591,0
14,1,2021,RR,27,26.9,N,S,0,0.3,1.4,10,N,RR.14.01.2021.17,4,120,1,44,11,1182,591,0
14,1,2021,RR,27,26.9,N,S,0,0.3,1.4,10,N,RR.14.01.2021.18,5,150,4,44,11,1182,591,0
14,1,2021,RR,27,26.9,N,S,0,0.3,1.4,10,N,RR.14.01.2021.19,8,240,2,44,11,1182,591,0
14,1,2021,RR,27,26.9,N,S,0,0.3,1.4,10,N,RR.14.01.2021.20,2,60,1,44,11,1182,591,0
19,1,2021,RR,27.4,27,,,,,1.5,15,N,RR.19.01.2021.01,4,120,6,,34,1699,849.5,0
19,1,2021,RR,27.4,27,,,,,1.5,15,N,RR.19.01.2021.02,11,330,11,,34,1699,849.5,0
19,1,2021,RR,27.4,27,,,,,1.5,15,N,RR.19.01.2021.03,3,90,3,,34,1699,849.5,0
19,1,2021,RR,27.4,27,,,,,1.5,15,N,RR.19.01.2021.04,8,240,4,,34,1699,849.5,0
19,1,2021,RR,27.4,27,,,,,1.5,15,N,RR.19.01.2021.05,13,390,14,,34,1699,849.5,0
19,1,2021,RR,27.4,27,,,,,1.5,15,N,RR.19.01.2021.06,51,1530,31,,34,1699,849.5,0
19,1,2021,RR,27.4,27,,,,,1.5,15,N,RR.19.01.2021.07,3,90,4,,34,1699,849.5,0
19,1,2021,RR,27.4,27,,,,,1.5,15,N,RR.19.01.2021.08,16,480,14,,34,1699,849.5,0
19,1,2021,RR,27.4,27,,,,,1.5,15,N,RR.19.01.2021.09,6,180,7,,34,1699,849.5,0
19,1,2021,RR,27.4,27,,,,,1.5,15,N,RR.19.01.2021.10,6,180,9,,34,1699,849.5,0
19,1,2021,RR,27.4,27,,,,,1.5,15,N,RR.19.01.2021.11,5,150,10,,34,1699,849.5,0
19,1,2021,RR,27.4,27,,,,,1.5,15,N,RR.19.01.2021.12,33,990,29,,34,1699,849.5,0
19,1,2021,RR,27.4,27,,,,,1.5,15,N,RR.19.01.2021.13,10,300,4,,34,1699,849.5,0
19,1,2021,RR,27.4,27,,,,,1.5,15,N,RR.19.01.2021.14,13,390,13,,34,1699,849.5,0
19,1,2021,RR,27.4,27,,,,,1.5,15,N,RR.19.01.2021.15,16,480,13,,34,1699,849.5,0
19,1,2021,RR,27.4,27,,,,,1.5,15,N,RR.19.01.2021.16,10,300,10,,34,1699,849.5,0
19,1,2021,RR,27.4,27,,,,,1.5,15,N,RR.19.01.2021.17,3,90,7,,34,1699,849.5,0
19,1,2021,RR,27.4,27,,,,,1.5,15,N,RR.19.01.2021.18,11,330,4,,34,1699,849.5,0
19,1,2021,RR,27.4,27,,,,,1.5,15,N,RR.19.01.2021.19,3,90,6,,34,1699,849.5,0
19,1,2021,RR,27.4,27,,,,,1.5,15,N,RR.19.01.2021.20,17,510,17,,34,1699,849.5,0
21,1,2021,RR,26.1,26,,,,,1.9,12,N,RR.21.01.2021.01,10,300,3,,23,1701,850.5,0
21,1,2021,RR,26.1,26,,,,,1.9,12,N,RR.21.01.2021.02,5,150,4,,23,1701,850.5,0
21,1,2021,RR,26.1,26,,,,,1.9,12,N,RR.21.01.2021.03,17,510,9,,23,1701,850.5,0
21,1,2021,RR,26.1,26,,,,,1.9,12,N,RR.21.01.2021.04,11,330,23,,23,1701,850.5,0
21,1,2021,RR,26.1,26,,,,,1.9,12,N,RR.21.01.2021.05,2,60,2,,23,1701,850.5,0
21,1,2021,RR,26.1,26,,,,,1.9,12,N,RR.21.01.2021.06,2,60,2,,23,1701,850.5,0
21,1,2021,RR,26.1,26,,,,,1.9,12,N,RR.21.01.2021.07,4,120,3,,23,1701,850.5,0
21,1,2021,RR,26.1,26,,,,,1.9,12,N,RR.21.01.2021.08,1,30,2,,23,1701,850.5,0
21,1,2021,RR,26.1,26,,,,,1.9,12,N,RR.21.01.2021.09,9,270,3,,23,1701,850.5,0
21,1,2021,RR,26.1,26,,,,,1.9,12,N,RR.21.01.2021.10,5,150,3,,23,1701,850.5,0
21,1,2021,RR,26.1,26,,,,,1.9,12,N,RR.21.01.2021.11,3,90,1,,23,1701,850.5,0
21,1,2021,RR,26.1,26,,,,,1.9,12,N,RR.21.01.2021.12,8,240,12,,23,1701,850.5,0
21,1,2021,RR,26.1,26,,,,,1.9,12,N,RR.21.01.2021.13,4,120,2,,23,1701,850.5,0
21,1,2021,RR,26.1,26,,,,,1.9,12,N,RR.21.01.2021.14,8,240,9,,23,1701,850.5,0
21,1,2021,RR,26.1,26,,,,,1.9,12,N,RR.21.01.2021.15,13,390,13,,23,1701,850.5,0
21,1,2021,RR,26.1,26,,,,,1.9,12,N,RR.21.01.2021.16,12,360,8,,23,1701,850.5,0
21,1,2021,RR,26.1,26,,,,,1.9,12,N,RR.21.01.2021.17,20,600,1,,23,1701,850.5,0
21,1,2021,RR,26.1,26,,,,,1.9,12,N,RR.21.01.2021.18,11,330,17,,23,1701,850.5,0
21,1,2021,RR,26.1,26,,,,,1.9,12,N,RR.21.01.2021.19,14,420,12,,23,1701,850.5,0
21,1,2021,RR,26.1,26,,,,,1.9,12,N,RR.21.01.2021.20,7,210,5,,23,1701,850.5,0
24,1,2021,RR,27.8,26,,,,,1.5,15,N,RR.24.01.2021.01,3,90,2,,15,1650,825,0
24,1,2021,RR,27.8,26,,,,,1.5,15,N,RR.24.01.2021.02,4,120,2,,15,1650,825,0
24,1,2021,RR,27.8,26,,,,,1.5,15,N,RR.24.01.2021.03,1,30,5,,15,1650,825,0
24,1,2021,RR,27.8,26,,,,,1.5,15,N,RR.24.01.2021.04,3,90,1,,15,1650,825,0
24,1,2021,RR,27.8,26,,,,,1.5,15,N,RR.24.01.2021.05,8,240,8,,15,1650,825,0
24,1,2021,RR,27.8,26,,,,,1.5,15,N,RR.24.01.2021.06,7,210,10,,15,1650,825,0
24,1,2021,RR,27.8,26,,,,,1.5,15,N,RR.24.01.2021.07,13,390,8,,15,1650,825,0
24,1,2021,RR,27.8,26,,,,,1.5,15,N,RR.24.01.2021.08,9,270,4,,15,1650,825,0
24,1,2021,RR,27.8,26,,,,,1.5,15,N,RR.24.01.2021.09,13,390,2,,15,1650,825,0
24,1,2021,RR,27.8,26,,,,,1.5,15,N,RR.24.01.2021.10,3,90,5,,15,1650,825,0
24,1,2021,RR,27.8,26,,,,,1.5,15,N,RR.24.01.2021.11,5,150,6,,15,1650,825,0
24,1,2021,RR,27.8,26,,,,,1.5,15,N,RR.24.01.2021.12,10,300,2,,15,1650,825,0
24,1,2021,RR,27.8,26,,,,,1.5,15,N,RR.24.01.2021.13,9,270,7,,15,1650,825,0
24,1,2021,RR,27.8,26,,,,,1.5,15,N,RR.24.01.2021.14,1,30,1,,15,1650,825,0
24,1,2021,RR,27.8,26,,,,,1.5,15,N,RR.24.01.2021.15,8,240,1,,15,1650,825,0
24,1,2021,RR,27.8,26,,,,,1.5,15,N,RR.24.01.2021.16,6,180,5,,15,1650,825,0
24,1,2021,RR,27.8,26,,,,,1.5,15,N,RR.24.01.2021.17,8,240,1,,15,1650,825,0
24,1,2021,RR,27.8,26,,,,,1.5,15,N,RR.24.01.2021.18,19,570,6,,15,1650,825,0
24,1,2021,RR,27.8,26,,,,,1.5,15,N,RR.24.01.2021.19,3,90,1,,15,1650,825,0
24,1,2021,RR,27.8,26,,,,,1.5,15,N,RR.24.01.2021.20,3,90,1,,15,1650,825,0
30,1,2021,RR,26.8,27.4,NE,SW,45,0.3,1.5,12,N,RR.30.01.2021.01,17,510,15,45,21,1027,513.5,0
30,1,2021,RR,26.8,27.4,NE,SW,45,0.3,1.5,12,N,RR.30.01.2021.02,14,420,21,45,21,1027,513.5,0
30,1,2021,RR,26.8,27.4,NE,SW,45,0.3,1.5,12,N,RR.30.01.2021.03,16,480,16,45,21,1027,513.5,0
30,1,2021,RR,26.8,27.4,NE,SW,45,0.3,1.5,12,N,RR.30.01.2021.04,5,150,6,45,21,1027,513.5,0
30,1,2021,RR,26.8,27.4,NE,SW,45,0.3,1.5,12,N,RR.30.01.2021.05,7,210,9,45,21,1027,513.5,0
30,1,2021,RR,26.8,27.4,NE,SW,45,0.3,1.5,12,N,RR.30.01.2021.06,6,180,9,45,21,1027,513.5,0
30,1,2021,RR,26.8,27.4,NE,SW,45,0.3,1.5,12,N,RR.30.01.2021.07,9,270,9,45,21,1027,513.5,0
30,1,2021,RR,26.8,27.4,NE,SW,45,0.3,1.5,12,N,RR.30.01.2021.08,6,180,12,45,21,1027,513.5,0
30,1,2021,RR,26.8,27.4,NE,SW,45,0.3,1.5,12,N,RR.30.01.2021.09,7,210,11,45,21,1027,513.5,0
30,1,2021,RR,26.8,27.4,NE,SW,45,0.3,1.5,12,N,RR.30.01.2021.10,14,420,12,45,21,1027,513.5,0
30,1,2021,RR,26.8,27.4,NE,SW,45,0.3,1.5,12,N,RR.30.01.2021.11,18,540,14,45,21,1027,513.5,0
30,1,2021,RR,26.8,27.4,NE,SW,45,0.3,1.5,12,N,RR.30.01.2021.12,13,390,17,45,21,1027,513.5,0
30,1,2021,RR,26.8,27.4,NE,SW,45,0.3,1.5,12,N,RR.30.01.2021.13,7,210,15,45,21,1027,513.5,0
30,1,2021,RR,26.8,27.4,NE,SW,45,0.3,1.5,12,N,RR.30.01.2021.14,23,690,12,45,21,1027,513.5,0
30,1,2021,RR,26.8,27.4,NE,SW,45,0.3,1.5,12,N,RR.30.01.2021.15,4,120,5,45,21,1027,513.5,0
30,1,2021,RR,26.8,27.4,NE,SW,45,0.3,1.5,12,N,RR.30.01.2021.16,2,60,12,45,21,1027,513.5,0
30,1,2021,RR,26.8,27.4,NE,SW,45,0.3,1.5,12,N,RR.30.01.2021.17,8,240,9,45,21,1027,513.5,0
30,1,2021,RR,26.8,27.4,NE,SW,45,0.3,1.5,12,N,RR.30.01.2021.18,16,480,19,45,21,1027,513.5,0
30,1,2021,RR,26.8,27.4,NE,SW,45,0.3,1.5,12,N,RR.30.01.2021.19,9,270,2,45,21,1027,513.5,0
30,1,2021,RR,26.8,27.4,NE,SW,45,0.3,1.5,12,N,RR.30.01.2021.20,12,360,19,45,21,1027,513.5,0
31,1,2021,RR,27.6,27,,,,,1.4,18,N,RR.31.01.2021.01,42,1260,3,,25,1670,835,0
31,1,2021,RR,27.6,27,,,,,1.4,18,N,RR.31.01.2021.02,9,270,4,,25,1670,835,0
31,1,2021,RR,27.6,27,,,,,1.4,18,N,RR.31.01.2021.03,9,270,11,,25,1670,835,0
31,1,2021,RR,27.6,27,,,,,1.4,18,N,RR.31.01.2021.04,15,450,15,,25,1670,835,0
31,1,2021,RR,27.6,27,,,,,1.4,18,N,RR.31.01.2021.05,15,450,6,,25,1670,835,0
31,1,2021,RR,27.6,27,,,,,1.4,18,N,RR.31.01.2021.06,4,120,12,,25,1670,835,0
31,1,2021,RR,27.6,27,,,,,1.4,18,N,RR.31.01.2021.07,16,480,6,,25,1670,835,0
31,1,2021,RR,27.6,27,,,,,1.4,18,N,RR.31.01.2021.08,12,360,11,,25,1670,835,0
31,1,2021,RR,27.6,27,,,,,1.4,18,N,RR.31.01.2021.09,7,210,12,,25,1670,835,0
31,1,2021,RR,27.6,27,,,,,1.4,18,N,RR.31.01.2021.10,19,570,12,,25,1670,835,0
31,1,2021,RR,27.6,27,,,,,1.4,18,N,RR.31.01.2021.11,52,1560,1,,25,1670,835,0
31,1,2021,RR,27.6,27,,,,,1.4,18,N,RR.31.01.2021.12,11,330,25,,25,1670,835,0
31,1,2021,RR,27.6,27,,,,,1.4,18,N,RR.31.01.2021.13,10,300,5,,25,1670,835,0
31,1,2021,RR,27.6,27,,,,,1.4,18,N,RR.31.01.2021.14,17,510,9,,25,1670,835,0
31,1,2021,RR,27.6,27,,,,,1.4,18,N,RR.31.01.2021.15,2,60,7,,25,1670,835,0
31,1,2021,RR,27.6,27,,,,,1.4,18,N,RR.31.01.2021.16,7,210,6,,25,1670,835,0
31,1,2021,RR,27.6,27,,,,,1.4,18,N,RR.31.01.2021.17,4,120,3,,25,1670,835,0
31,1,2021,RR,27.6,27,,,,,1.4,18,N,RR.31.01.2021.18,16,480,8,,25,1670,835,0
31,1,2021,RR,27.6,27,,,,,1.4,18,N,RR.31.01.2021.19,3,90,2,,25,1670,835,0
31,1,2021,RR,27.6,27,,,,,1.4,18,N,RR.31.01.2021.20,6,180,7,,25,1670,835,0
7,2,2021,RR,27.4,26.2,NW,SE,315,0.3,1.2,20,N,RR.07-02-2021-01,9,270,2,40,7,1049,524.5,0
7,2,2021,RR,27.4,26.2,NW,SE,315,0.3,1.2,20,N,RR.07-02-2021-02,6,180,4,40,7,1049,524.5,0
7,2,2021,RR,27.4,26.2,NW,SE,315,0.3,1.2,20,N,RR.07-02-2021-03,9,270,1,40,7,1049,524.5,0
7,2,2021,RR,27.4,26.2,NW,SE,315,0.3,1.2,20,N,RR.07-02-2021-04,2,60,3,40,7,1049,524.5,0
7,2,2021,RR,27.4,26.2,NW,SE,315,0.3,1.2,20,N,RR.07-02-2021-05,8,240,7,40,7,1049,524.5,0
7,2,2021,RR,27.4,26.2,NW,SE,315,0.3,1.2,20,N,RR.07-02-2021-06,11,330,4,40,7,1049,524.5,0
7,2,2021,RR,27.4,26.2,NW,SE,315,0.3,1.2,20,N,RR.07-02-2021-07,12,360,3,40,7,1049,524.5,0
7,2,2021,RR,27.4,26.2,NW,SE,315,0.3,1.2,20,N,RR.07-02-2021-08,4,120,3,40,7,1049,524.5,0
7,2,2021,RR,27.4,26.2,NW,SE,315,0.3,1.2,20,N,RR.07-02-2021-09,3,90,2,40,7,1049,524.5,0
7,2,2021,RR,27.4,26.2,NW,SE,315,0.3,1.2,20,N,RR.07-02-2021-10,10,300,7,40,7,1049,524.5,0
7,2,2021,RR,27.4,26.2,NW,SE,315,0.3,1.2,20,N,RR.07-02-2021-11,11,330,1,40,7,1049,524.5,0
7,2,2021,RR,27.4,26.2,NW,SE,315,0.3,1.2,20,N,RR.07-02-2021-12,23,690,2,40,7,1049,524.5,0
7,2,2021,RR,27.4,26.2,NW,SE,315,0.3,1.2,20,N,RR.07-02-2021-13,5,150,2,40,7,1049,524.5,0
7,2,2021,RR,27.4,26.2,NW,SE,315,0.3,1.2,20,N,RR.07-02-2021-14,4,120,3,40,7,1049,524.5,0
7,2,2021,RR,27.4,26.2,NW,SE,315,0.3,1.2,20,N,RR.07-02-2021-15,1,30,1,40,7,1049,524.5,0
7,2,2021,RR,27.4,26.2,NW,SE,315,0.3,1.2,20,N,RR.07-02-2021-16,6,180,3,40,7,1049,524.5,0
7,2,2021,RR,27.4,26.2,NW,SE,315,0.3,1.2,20,N,RR.07-02-2021-17,4,120,3,40,7,1049,524.5,0
7,2,2021,RR,27.4,26.2,NW,SE,315,0.3,1.2,20,N,RR.07-02-2021-18,3,90,3,40,7,1049,524.5,0
7,2,2021,RR,27.4,26.2,NW,SE,315,0.3,1.2,20,N,RR.07-02-2021-19,4,120,2,40,7,1049,524.5,0
7,2,2021,RR,27.4,26.2,NW,SE,315,0.3,1.2,20,N,RR.07-02-2021-20,7,210,3,40,7,1049,524.5,0
10,2,2021,RR,27.5,,,,,,1.5,15,N,RR.10.02.2021.01,11,330,9,,12,1644,822,0
10,2,2021,RR,27.5,,,,,,1.5,15,N,RR.10.02.2021.02,9,270,2,,12,1644,822,0
10,2,2021,RR,27.5,,,,,,1.5,15,N,RR.10.02.2021.03,8,240,9,,12,1644,822,0
10,2,2021,RR,27.5,,,,,,1.5,15,N,RR.10.02.2021.04,7,210,2,,12,1644,822,0
10,2,2021,RR,27.5,,,,,,1.5,15,N,RR.10.02.2021.05,1,30,1,,12,1644,822,0
10,2,2021,RR,27.5,,,,,,1.5,15,N,RR.10.02.2021.06,3,90,1,,12,1644,822,0
10,2,2021,RR,27.5,,,,,,1.5,15,N,RR.10.02.2021.07,14,420,8,,12,1644,822,0
10,2,2021,RR,27.5,,,,,,1.5,15,N,RR.10.02.2021.08,23,690,6,,12,1644,822,0
10,2,2021,RR,27.5,,,,,,1.5,15,N,RR.10.02.2021.09,5,150,2,,12,1644,822,0
10,2,2021,RR,27.5,,,,,,1.5,15,N,RR.10.02.2021.10,8,240,3,,12,1644,822,0
10,2,2021,RR,27.5,,,,,,1.5,15,N,RR.10.02.2021.11,6,180,1,,12,1644,822,0
10,2,2021,RR,27.5,,,,,,1.5,15,N,RR.10.02.2021.12,2,60,3,,12,1644,822,0
10,2,2021,RR,27.5,,,,,,1.5,15,N,RR.10.02.2021.13,2,60,1,,12,1644,822,0
10,2,2021,RR,27.5,,,,,,1.5,15,N,RR.10.02.2021.14,9,270,2,,12,1644,822,0
10,2,2021,RR,27.5,,,,,,1.5,15,N,RR.10.02.2021.15,1,30,2,,12,1644,822,0
10,2,2021,RR,27.5,,,,,,1.5,15,N,RR.10.02.2021.16,2,60,1,,12,1644,822,0
10,2,2021,RR,27.5,,,,,,1.5,15,N,RR.10.02.2021.17,4,120,3,,12,1644,822,0
10,2,2021,RR,27.5,,,,,,1.5,15,N,RR.10.02.2021.18,14,420,2,,12,1644,822,0
10,2,2021,RR,27.5,,,,,,1.5,15,N,RR.10.02.2021.19,8,240,4,,12,1644,822,0
10,2,2021,RR,27.5,,,,,,1.5,15,N,RR.10.02.2021.20,7,210,2,,12,1644,822,0